date,team_1,team_2,venue,toss_winner,toss_decision,winner,target
2014-03-22,England,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,field,New Zealand,0
2014-03-23,Australia,Pakistan,Shere Bangla National Stadium,Australia,field,Pakistan,0
2014-03-23,India,West Indies,Shere Bangla National Stadium,India,field,India,1
2014-03-24,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,New Zealand,field,South Africa,0
2014-03-24,Netherlands,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Sri Lanka,field,Sri Lanka,0
2014-03-25,Bangladesh,West Indies,Shere Bangla National Stadium,Bangladesh,field,West Indies,0
2014-03-27,England,Sri Lanka,Zahur Ahmed Chowdhury Stadium,England,field,England,1
2014-03-27,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,Netherlands,field,South Africa,0
2014-03-28,Australia,West Indies,Shere Bangla National Stadium,Australia,bat,West Indies,0
2014-03-28,Bangladesh,India,Shere Bangla National Stadium,India,field,India,0
2014-03-29,Netherlands,New Zealand,Zahur Ahmed Chowdhury Stadium,New Zealand,field,New Zealand,0
2014-03-29,England,South Africa,Zahur Ahmed Chowdhury Stadium,England,field,South Africa,0
2014-03-30,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Pakistan,0
2014-03-30,Australia,India,Shere Bangla National Stadium,Australia,field,India,0
2014-03-31,England,Netherlands,Zahur Ahmed Chowdhury Stadium,England,field,Netherlands,0
2014-03-31,New Zealand,Sri Lanka,Zahur Ahmed Chowdhury Stadium,New Zealand,field,Sri Lanka,0
2014-04-01,Pakistan,West Indies,Shere Bangla National Stadium,West Indies,bat,West Indies,0
2014-04-01,Bangladesh,Australia,Shere Bangla National Stadium,Bangladesh,bat,Australia,0
2014-04-03,Sri Lanka,West Indies,Shere Bangla National Stadium,Sri Lanka,bat,Sri Lanka,1
2014-04-04,India,South Africa,Shere Bangla National Stadium,South Africa,bat,India,1
2014-04-06,India,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field,Sri Lanka,0
2014-05-20,England,Sri Lanka,Kennington Oval,England,field,Sri Lanka,0
2014-07-05,West Indies,New Zealand,"Windsor Park, Roseau",New Zealand,field,New Zealand,0
2014-07-06,West Indies,New Zealand,"Windsor Park, Roseau",New Zealand,field,West Indies,1
2014-09-07,England,India,Edgbaston,England,bat,England,1
2014-10-05,Australia,Pakistan,Dubai International Cricket Stadium,Pakistan,bat,Australia,1
2014-11-05,Australia,South Africa,Adelaide Oval,Australia,bat,South Africa,0
2014-11-07,Australia,South Africa,Melbourne Cricket Ground,South Africa,bat,Australia,1
2014-11-09,Australia,South Africa,Stadium Australia,Australia,field,Australia,1
2014-11-24,Hong Kong,Nepal,P Sara Oval,Hong Kong,field,Hong Kong,1
2014-12-04,New Zealand,Pakistan,Dubai International Cricket Stadium,Pakistan,field,Pakistan,0
2014-12-05,New Zealand,Pakistan,Dubai International Cricket Stadium,Pakistan,field,New Zealand,1
2015-01-09,South Africa,West Indies,Newlands,South Africa,bat,West Indies,0
2015-01-11,South Africa,West Indies,New Wanderers Stadium,West Indies,field,West Indies,0
2015-01-14,South Africa,West Indies,Kingsmead,West Indies,field,South Africa,1
2015-04-24,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh,1
2015-05-22,Pakistan,Zimbabwe,Gaddafi Stadium,Zimbabwe,bat,Pakistan,1
2015-05-24,Pakistan,Zimbabwe,Gaddafi Stadium,Zimbabwe,bat,Pakistan,1
2015-06-20,Ireland,Scotland,"Bready Cricket Club, Magheramason",Scotland,field,Scotland,0
2015-06-23,England,New Zealand,Old Trafford,England,bat,England,1
2015-07-01,Netherlands,Nepal,VRA Ground,Nepal,field,Netherlands,1
2015-07-02,Netherlands,Nepal,Hazelaarweg,Netherlands,bat,Netherlands,1
2015-07-05,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,South Africa,0
2015-07-07,Bangladesh,South Africa,Shere Bangla National Stadium,South Africa,bat,South Africa,0
2015-07-09,Scotland,United Arab Emirates,"Grange Cricket Club Ground, Raeburn Place",Scotland,field,Scotland,1
2015-07-11,Scotland,Netherlands,"Grange Cricket Club Ground, Raeburn Place",Netherlands,bat,Netherlands,0
2015-07-12,Netherlands,United Arab Emirates,"Grange Cricket Club Ground, Raeburn Place",Netherlands,field,Netherlands,1
2015-07-13,Nepal,Ireland,"Civil Service Cricket Club, Stormont",Ireland,field,Ireland,0
2015-07-15,Ireland,Papua New Guinea,"Civil Service Cricket Club, Stormont",Ireland,bat,Papua New Guinea,0
2015-07-15,Hong Kong,Nepal,"Civil Service Cricket Club, Stormont",Hong Kong,field,Hong Kong,1
2015-07-17,Nepal,Papua New Guinea,"The Village, Malahide",Papua New Guinea,field,Papua New Guinea,0
2015-07-17,Ireland,Hong Kong,"The Village, Malahide",Ireland,field,Hong Kong,0
2015-07-17,Zimbabwe,India,Harare Sports Club,India,bat,India,0
2015-07-19,Zimbabwe,India,Harare Sports Club,Zimbabwe,bat,Zimbabwe,1
2015-07-25,Ireland,Netherlands,"The Village, Malahide",Netherlands,field,Netherlands,0
2015-07-25,Hong Kong,Scotland,"The Village, Malahide",Scotland,field,Scotland,0
2015-07-30,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,bat,Pakistan,0
2015-08-01,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,bat,Pakistan,0
2015-08-09,Zimbabwe,New Zealand,Harare Sports Club,Zimbabwe,field,New Zealand,0
2015-08-14,South Africa,New Zealand,Kingsmead,South Africa,field,South Africa,1
2015-08-16,South Africa,New Zealand,SuperSport Park,New Zealand,bat,New Zealand,0
2015-08-31,England,Australia,Sophia Gardens,Australia,field,England,1
2015-09-27,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,bat,Pakistan,0
2015-09-29,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,bat,Pakistan,0
2015-10-02,India,South Africa,Himachal Pradesh Cricket Association Stadium,South Africa,field,South Africa,0
2015-10-05,India,South Africa,Barabati Stadium,South Africa,field,South Africa,0
2015-11-09,Sri Lanka,West Indies,Pallekele International Cricket Stadium,West Indies,field,Sri Lanka,1
2015-11-11,Sri Lanka,West Indies,R Premadasa Stadium,West Indies,bat,West Indies,0
2015-11-13,Bangladesh,Zimbabwe,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,1
2015-11-15,Bangladesh,Zimbabwe,Shere Bangla National Stadium,Bangladesh,bat,Zimbabwe,0
2015-11-21,Hong Kong,Oman,Sheikh Zayed Stadium,Oman,field,Oman,0
2015-11-22,United Arab Emirates,Oman,Sheikh Zayed Stadium,United Arab Emirates,field,United Arab Emirates,1
2015-11-25,Hong Kong,Oman,Sheikh Zayed Stadium,Hong Kong,field,Oman,0
2015-11-26,England,Pakistan,Dubai International Cricket Stadium,England,bat,England,1
2015-11-26,Hong Kong,Oman,Sheikh Zayed Stadium,Hong Kong,field,Hong Kong,1
2015-11-27,England,Pakistan,Dubai International Cricket Stadium,England,bat,England,1
2016-01-07,New Zealand,Sri Lanka,Bay Oval,Sri Lanka,field,New Zealand,1
2016-01-10,New Zealand,Sri Lanka,Eden Park,New Zealand,field,New Zealand,1
2016-01-15,New Zealand,Pakistan,Eden Park,New Zealand,field,Pakistan,0
2016-01-15,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,Zimbabwe,bat,Bangladesh,1
2016-01-17,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,Bangladesh,bat,Bangladesh,1
2016-01-17,New Zealand,Pakistan,Seddon Park,Pakistan,bat,New Zealand,1
2016-01-20,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,Zimbabwe,bat,Zimbabwe,0
2016-01-22,New Zealand,Pakistan,Westpac Stadium,Pakistan,field,New Zealand,1
2016-01-22,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,Zimbabwe,bat,Zimbabwe,0
2016-01-26,Australia,India,Adelaide Oval,Australia,field,India,0
2016-01-29,Australia,India,Melbourne Cricket Ground,Australia,field,India,0
2016-01-30,Hong Kong,Scotland,"Mission Road Ground, Mong Kok",Hong Kong,field,Hong Kong,1
2016-01-31,Australia,India,Sydney Cricket Ground,Australia,bat,India,0
2016-01-31,Hong Kong,Scotland,"Mission Road Ground, Mong Kok",Hong Kong,field,Scotland,0
2016-02-03,United Arab Emirates,Netherlands,ICC Academy,United Arab Emirates,field,Netherlands,0
2016-02-04,United Arab Emirates,Scotland,ICC Academy,United Arab Emirates,bat,United Arab Emirates,1
2016-02-07,Ireland,Papua New Guinea,Tony Ireland Stadium,Papua New Guinea,field,Ireland,1
2016-02-09,Ireland,Papua New Guinea,Tony Ireland Stadium,Papua New Guinea,bat,Papua New Guinea,0
2016-02-09,India,Sri Lanka,Maharashtra Cricket Association Stadium,Sri Lanka,field,Sri Lanka,0
2016-02-12,India,Sri Lanka,JSCA International Stadium Complex,Sri Lanka,field,India,1
2016-02-14,United Arab Emirates,Ireland,Sheikh Zayed Stadium,United Arab Emirates,field,Ireland,0
2016-02-14,India,Sri Lanka,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,field,India,1
2016-02-16,United Arab Emirates,Ireland,Sheikh Zayed Stadium,United Arab Emirates,bat,United Arab Emirates,1
2016-02-19,South Africa,England,Newlands,South Africa,field,South Africa,1
2016-02-19,Hong Kong,Oman,Khan Shaheb Osman Ali Stadium,Oman,bat,Oman,0
2016-02-21,South Africa,England,New Wanderers Stadium,South Africa,field,South Africa,1
2016-02-21,Hong Kong,United Arab Emirates,Khan Shaheb Osman Ali Stadium,Hong Kong,bat,United Arab Emirates,0
2016-02-22,Oman,United Arab Emirates,Shere Bangla National Stadium,Oman,field,United Arab Emirates,0
2016-02-24,India,Bangladesh,Shere Bangla National Stadium,Bangladesh,field,India,1
2016-02-25,Sri Lanka,United Arab Emirates,Shere Bangla National Stadium,United Arab Emirates,field,Sri Lanka,1
2016-02-26,Bangladesh,United Arab Emirates,Shere Bangla National Stadium,United Arab Emirates,field,Bangladesh,1
2016-02-27,India,Pakistan,Shere Bangla National Stadium,India,field,India,1
2016-02-28,Bangladesh,Sri Lanka,Shere Bangla National Stadium,Bangladesh,bat,Bangladesh,1
2016-02-29,Pakistan,United Arab Emirates,Shere Bangla National Stadium,United Arab Emirates,bat,Pakistan,1
2016-03-01,India,Sri Lanka,Shere Bangla National Stadium,India,field,India,1
2016-03-02,Bangladesh,Pakistan,Shere Bangla National Stadium,Pakistan,bat,Bangladesh,1
2016-03-03,India,United Arab Emirates,Shere Bangla National Stadium,United Arab Emirates,bat,India,1
2016-03-04,South Africa,Australia,Kingsmead,Australia,bat,South Africa,1
2016-03-04,Pakistan,Sri Lanka,Shere Bangla National Stadium,Pakistan,field,Pakistan,1
2016-03-06,Bangladesh,India,Shere Bangla National Stadium,India,field,India,0
2016-03-06,South Africa,Australia,New Wanderers Stadium,Australia,field,Australia,0
2016-03-08,Hong Kong,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Hong Kong,field,Zimbabwe,0
2016-03-09,South Africa,Australia,Newlands,South Africa,bat,Australia,0
2016-03-09,Bangladesh,Netherlands,Himachal Pradesh Cricket Association Stadium,Netherlands,field,Bangladesh,1
2016-03-09,Ireland,Oman,Himachal Pradesh Cricket Association Stadium,Ireland,bat,Oman,0
2016-03-10,Scotland,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Zimbabwe,bat,Zimbabwe,0
2016-03-12,Hong Kong,Scotland,"Vidarbha Cricket Association Stadium, Jamtha",Hong Kong,bat,Scotland,0
2016-03-13,Ireland,Netherlands,Himachal Pradesh Cricket Association Stadium,Ireland,field,Netherlands,0
2016-03-13,Bangladesh,Oman,Himachal Pradesh Cricket Association Stadium,Oman,field,Bangladesh,1
2016-03-15,India,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",New Zealand,bat,New Zealand,0
2016-03-16,Bangladesh,Pakistan,Eden Gardens,Pakistan,bat,Pakistan,0
2016-03-16,England,West Indies,Wankhede Stadium,West Indies,field,West Indies,0
2016-03-18,Australia,New Zealand,Himachal Pradesh Cricket Association Stadium,New Zealand,bat,New Zealand,0
2016-03-18,England,South Africa,Wankhede Stadium,England,field,England,1
2016-03-19,India,Pakistan,Eden Gardens,India,field,India,1
2016-03-20,Sri Lanka,West Indies,M Chinnaswamy Stadium,West Indies,field,West Indies,0
2016-03-21,Australia,Bangladesh,M Chinnaswamy Stadium,Australia,field,Australia,1
2016-03-22,New Zealand,Pakistan,"Punjab Cricket Association IS Bindra Stadium, Mohali",New Zealand,bat,New Zealand,1
2016-03-23,India,Bangladesh,M Chinnaswamy Stadium,Bangladesh,field,India,1
2016-03-25,Australia,Pakistan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,bat,Australia,1
2016-03-25,South Africa,West Indies,"Vidarbha Cricket Association Stadium, Jamtha",West Indies,field,West Indies,0
2016-03-26,Bangladesh,New Zealand,Eden Gardens,New Zealand,bat,New Zealand,0
2016-03-26,England,Sri Lanka,Feroz Shah Kotla,Sri Lanka,field,England,1
2016-03-27,India,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",Australia,bat,India,1
2016-03-28,South Africa,Sri Lanka,Feroz Shah Kotla,South Africa,field,South Africa,1
2016-03-30,England,New Zealand,Feroz Shah Kotla,England,field,England,1
2016-03-31,India,West Indies,Wankhede Stadium,West Indies,field,West Indies,0
2016-04-03,England,West Indies,Eden Gardens,West Indies,field,West Indies,0
2016-06-18,Zimbabwe,India,Harare Sports Club,India,field,Zimbabwe,1
2016-06-20,Zimbabwe,India,Harare Sports Club,Zimbabwe,bat,India,0
2016-06-22,Zimbabwe,India,Harare Sports Club,Zimbabwe,field,India,0
2016-07-05,England,Sri Lanka,The Rose Bowl,Sri Lanka,bat,England,1
2016-08-27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,field,West Indies,0
2016-09-05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",Hong Kong,bat,Hong Kong,0
2016-09-06,Sri Lanka,Australia,Pallekele International Cricket Stadium,Sri Lanka,field,Australia,0
2016-09-07,England,Pakistan,Old Trafford,England,bat,Pakistan,0
2016-09-09,Sri Lanka,Australia,R Premadasa Stadium,Sri Lanka,bat,Australia,0
2016-09-23,Pakistan,West Indies,Dubai International Cricket Stadium,Pakistan,field,Pakistan,1
2016-09-24,Pakistan,West Indies,Dubai International Cricket Stadium,West Indies,field,Pakistan,1
2016-09-27,Pakistan,West Indies,Sheikh Zayed Stadium,Pakistan,field,Pakistan,1
2017-01-03,New Zealand,Bangladesh,McLean Park,Bangladesh,bat,New Zealand,1
2017-01-06,New Zealand,Bangladesh,Bay Oval,Bangladesh,field,New Zealand,1
2017-01-08,New Zealand,Bangladesh,Bay Oval,Bangladesh,field,New Zealand,1
2017-01-14,Hong Kong,Scotland,Sheikh Zayed Stadium,Scotland,bat,Scotland,0
2017-01-15,Netherlands,Oman,Sheikh Zayed Stadium,Oman,bat,Netherlands,1
2017-01-16,Hong Kong,Oman,Sheikh Zayed Stadium,Oman,field,Oman,0
2017-01-17,Netherlands,Scotland,Sheikh Zayed Stadium,Netherlands,field,Scotland,0
2017-01-18,Hong Kong,Netherlands,Dubai International Cricket Stadium,Hong Kong,bat,Hong Kong,1
2017-01-18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,Ireland,bat,Ireland,0
2017-01-19,Oman,Scotland,Dubai International Cricket Stadium,Oman,bat,Scotland,0
2017-01-20,South Africa,Sri Lanka,SuperSport Park,Sri Lanka,field,South Africa,1
2017-01-20,Ireland,Scotland,Dubai International Cricket Stadium,Scotland,field,Ireland,1
2017-01-22,South Africa,Sri Lanka,New Wanderers Stadium,South Africa,bat,Sri Lanka,0
2017-01-25,South Africa,Sri Lanka,Newlands,South Africa,bat,Sri Lanka,0
2017-01-26,India,England,Green Park,England,field,England,0
2017-01-29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",England,field,India,1
2017-02-01,India,England,M Chinnaswamy Stadium,England,field,India,1
2017-02-17,Australia,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,field,Sri Lanka,0
2017-02-17,New Zealand,South Africa,Eden Park,New Zealand,field,South Africa,0
2017-02-19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",Sri Lanka,field,Sri Lanka,0
2017-02-22,Australia,Sri Lanka,Adelaide Oval,Sri Lanka,field,Australia,1
2017-03-26,West Indies,Pakistan,"Kensington Oval, Bridgetown",Pakistan,field,Pakistan,0
2017-03-30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",West Indies,field,Pakistan,0
2017-04-01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,bat,West Indies,1
2017-04-02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,field,Pakistan,0
2017-04-04,Sri Lanka,Bangladesh,R Premadasa Stadium,Bangladesh,bat,Sri Lanka,1
2017-04-06,Sri Lanka,Bangladesh,R Premadasa Stadium,Bangladesh,bat,Bangladesh,0
2017-04-12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,United Arab Emirates,field,United Arab Emirates,1
2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,field,United Arab Emirates,1
2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,bat,United Arab Emirates,1
2017-06-21,England,South Africa,The Rose Bowl,South Africa,bat,England,1
2017-06-23,England,South Africa,County Ground,England,field,South Africa,0
2017-06-25,England,South Africa,Sophia Gardens,South Africa,field,England,1
2017-07-09,West Indies,India,"Sabina Park, Kingston",West Indies,field,West Indies,1
2017-09-06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,field,India,0
2017-09-12,Pakistan,ICC World XI,Gaddafi Stadium,ICC World XI,field,Pakistan,1
2017-09-13,Pakistan,ICC World XI,Gaddafi Stadium,Pakistan,bat,ICC World XI,0
2017-09-15,Pakistan,ICC World XI,Gaddafi Stadium,ICC World XI,field,Pakistan,1
2017-09-16,West Indies,England,Riverside Ground,England,field,West Indies,1
2017-10-07,Australia,India,JSCA International Stadium Complex,India,field,India,0
2017-10-10,India,Australia,Barsapara Cricket Stadium,Australia,field,Australia,0
2017-10-26,South Africa,Bangladesh,Mangaung Oval,South Africa,bat,South Africa,1
2017-10-26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,field,Pakistan,0
2017-10-27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,field,Pakistan,0
2017-10-29,South Africa,Bangladesh,Senwes Park,Bangladesh,field,South Africa,1
2017-10-29,Pakistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,field,Pakistan,1
2017-11-01,India,New Zealand,Arun Jaitley Stadium,New Zealand,field,India,1
2017-11-04,New Zealand,India,Saurashtra Cricket Association Stadium,New Zealand,bat,New Zealand,1
2017-11-07,India,New Zealand,Greenfield International Stadium,New Zealand,field,India,1
2017-12-20,India,Sri Lanka,Barabati Stadium,Sri Lanka,field,India,1
2017-12-22,India,Sri Lanka,Holkar Cricket Stadium,Sri Lanka,field,India,1
2017-12-24,Sri Lanka,India,Wankhede Stadium,India,field,India,0
2017-12-29,New Zealand,West Indies,Saxton Oval,West Indies,field,New Zealand,1
2018-01-03,New Zealand,West Indies,Bay Oval,New Zealand,bat,New Zealand,1
2018-01-22,Pakistan,New Zealand,Westpac Stadium,New Zealand,field,New Zealand,0
2018-01-25,Pakistan,New Zealand,Eden Park,Pakistan,bat,Pakistan,1
2018-01-28,Pakistan,New Zealand,Bay Oval,Pakistan,bat,Pakistan,1
2018-02-03,New Zealand,Australia,Sydney Cricket Ground,Australia,field,Australia,0
2018-02-07,England,Australia,Bellerive Oval,Australia,field,Australia,0
2018-02-10,England,Australia,Melbourne Cricket Ground,Australia,field,Australia,0
2018-02-13,New Zealand,England,Westpac Stadium,England,field,New Zealand,1
2018-02-15,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Sri Lanka,0
2018-02-16,New Zealand,Australia,Eden Park,New Zealand,bat,Australia,0
2018-02-18,England,New Zealand,Seddon Park,New Zealand,field,England,1
2018-02-18,India,South Africa,The Wanderers Stadium,South Africa,field,India,1
2018-02-18,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field,Sri Lanka,1
2018-02-21,India,South Africa,SuperSport Park,South Africa,field,South Africa,0
2018-02-21,New Zealand,Australia,Eden Park,New Zealand,bat,Australia,0
2018-02-24,India,South Africa,Newlands,South Africa,field,India,1
2018-03-06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,field,Sri Lanka,0
2018-03-08,Bangladesh,India,"R.Premadasa Stadium, Khettarama",India,field,India,0
2018-03-10,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,field,Bangladesh,0
2018-03-12,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,field,India,0
2018-03-14,India,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,field,India,1
